PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	465",0,0,8,0,0,1,0,0,46,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	466",0,12,152,0,0,1,0,39,258,0,0,133,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	467",140,85,701,0,1,5,18,68,897,0,1,997,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	468",0,11,75,0,1,0,0,16,224,0,1,63,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	469",0,256,2160,0,0,1,1,13,2238,0,1,365,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	470",0,8,48,0,0,0,0,4,141,0,0,32,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	471",0,0,7,0,0,0,0,0,14,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	472",0,7,289,0,1,3,0,2,187,0,43,244,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	473",0,0,52,0,0,0,0,1,58,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	474",1,13,45,0,1,0,0,5,56,0,1,23,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	475",3,87,1371,2,0,4,4,2,1975,0,52,270,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	476",0,0,13,0,0,0,0,0,5,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	477",0,1,48,0,0,0,0,0,138,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	478",0,11,47,0,0,0,0,0,84,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	479",0,0,5,0,0,0,0,1,5,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	480",0,0,12,0,0,0,0,0,38,0,0,56,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	481",0,8,45,0,1,0,0,3,61,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	482",20,367,3060,0,46,15,5,235,2475,0,3,3209,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	483",2,100,1086,0,0,1,2,1,688,0,178,700,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	484",0,28,129,0,0,1,0,4,148,0,0,32,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	485",1,3,23,0,0,0,0,8,23,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	486",0,29,211,0,0,0,0,0,247,0,4,60,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	487",0,17,100,0,0,0,0,3,96,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	488",0,0,6,0,0,0,0,0,14,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	489",0,1,33,0,0,1,0,13,141,0,0,289,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	490",0,0,90,0,0,0,0,0,125,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	491",0,0,46,0,0,0,0,0,250,0,0,21,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	492",0,21,85,0,0,1,0,4,124,0,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	493",0,3,53,0,0,0,0,4,51,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	494",0,6,89,0,4,3,0,13,598,0,1,62,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	495",0,0,13,0,0,1,0,10,73,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	496",0,14,178,0,0,2,0,0,163,0,0,63,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	497",0,31,218,0,0,0,0,26,408,0,72,75,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	498",0,22,132,0,0,0,0,8,321,0,0,41,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	499",0,21,230,0,0,0,0,5,214,0,17,44,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	500",0,69,283,10,0,3,0,8,336,0,0,70,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	501",0,4,42,0,0,0,0,1,72,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	502",0,4,56,0,0,0,0,1,76,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	503",0,0,10,0,0,0,0,0,31,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	504",0,8,64,0,1,0,1,2,364,0,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	505",0,37,552,1,7,3,0,6,313,0,38,102,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	506",0,1,48,0,0,1,0,0,53,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	507",0,6,17,0,0,0,0,20,30,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	508",0,4,174,0,2,3,0,1,69,0,7,130,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	509",0,25,286,0,0,0,0,34,481,0,0,488,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	510",0,5,23,0,0,0,0,1,26,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	511",0,8,76,0,2,1,0,0,90,0,0,22,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	512",0,0,32,0,0,1,0,0,72,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	513",0,9,218,0,3,0,0,32,296,0,45,769,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	514",0,0,8,0,0,0,0,0,16,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	515",5,524,9565,3,23,35,7,46,4715,0,892,4616,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	516",0,3,117,0,0,1,0,1,360,0,0,44,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	517",0,15,354,0,0,2,0,1,481,0,0,41,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	518",0,0,10,0,0,0,0,0,31,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	519",0,46,429,0,0,0,0,2,369,0,0,245,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	520",0,26,486,0,0,0,3,7,620,0,0,90,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	521",0,1,7,0,0,0,0,0,23,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	522",0,1,14,0,0,0,0,8,37,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	523",0,5,178,0,0,1,0,7,146,0,0,30,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	524",0,0,23,0,2,0,0,1,49,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	525",1,105,502,0,0,1,0,13,537,0,20,355,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	526",0,66,524,0,0,0,0,33,665,0,162,1324,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	527",0,3,17,0,0,1,0,3,65,0,0,23,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	528",0,5,85,0,0,0,0,1,124,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	529",0,0,13,0,0,0,0,0,26,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	530",1,12,220,1,5,2,0,3,310,0,8,130,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	531",0,35,202,0,0,1,0,1,215,0,0,337,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	532",0,36,72,0,0,0,0,3,98,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	533",2,30,390,0,0,0,2,1,254,0,0,235,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	534",0,11,146,0,0,0,0,20,491,0,0,35,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	535",0,0,49,0,0,1,0,1,155,0,1,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	536",0,2,12,0,0,0,0,2,24,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	537",0,75,363,0,0,0,0,2,466,0,0,47,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	538",0,2,43,0,0,0,0,1,52,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	539",0,82,1169,0,0,0,0,1,549,0,6,797,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	540",1,50,1078,0,0,2,2,5,759,0,142,363,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	541",0,2,23,0,0,0,0,1,66,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	542",0,0,37,0,0,0,0,2,83,0,0,37,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	543",0,5,68,0,1,0,0,11,159,0,0,76,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	544",0,4,74,0,4,0,0,0,234,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	545",22,55,1448,0,3,2,0,33,847,0,86,666,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	546",1,22,967,0,3,1,4,1,898,0,51,194,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	547",0,4,64,0,0,1,0,0,110,0,0,51,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	548",0,0,63,0,0,0,0,3,120,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	549",1,88,699,0,2,3,1,64,823,0,0,152,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	550",0,83,673,1,9,2,1,0,495,0,94,252,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	551",5,186,6081,1,0,12,22,52,4078,0,460,2946,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	552",0,0,16,0,0,0,0,0,30,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	553",1,127,3192,0,2,43,1,9,2991,0,155,1458,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	554",0,24,107,0,0,0,0,0,171,0,0,34,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	555",0,64,343,0,0,2,0,2,232,0,2,238,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	556",0,0,19,0,0,0,0,0,50,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	557",0,44,1280,0,2,1,1,4,646,0,273,434,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	558",0,15,82,0,0,0,0,11,73,0,0,79,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	559",22,11,802,0,1,0,1,75,1355,0,93,920,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	560",0,15,380,0,7,0,1,5,695,0,10,150,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	561",0,14,45,0,1,1,0,7,118,0,0,102,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	562",0,11,95,0,0,1,0,5,100,0,0,40,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	563",0,0,76,0,0,0,0,5,225,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	564",0,4,12,0,0,0,0,2,29,0,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	565",0,555,6235,1,45,16,4,43,3698,0,662,4843,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	566",0,0,76,0,0,0,0,0,114,0,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	567",0,4,17,0,0,0,1,1,25,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	568",0,31,168,0,0,0,0,1,197,0,0,57,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	569",0,28,82,0,0,0,0,5,63,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	570",1,119,3268,0,0,5,7,13,2737,0,361,2031,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	001",1,156,3626,0,87,4,26,83,3275,2,0,443,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	002",3,10,206,0,0,0,6,0,262,0,0,112,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	003",8,319,3917,1,7,1,9,12,2171,6,0,866,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	004",2,163,2861,0,11,6,22,49,2760,0,0,264,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	005",0,20,12,0,0,0,1,0,48,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	006",7,35,158,2,0,0,8,0,136,0,0,50,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	007",0,3,58,0,0,0,4,0,219,0,0,104,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	008",5,20,593,0,6,0,3,748,325,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	009",1,25,228,0,2,0,0,0,155,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	010",2,52,1338,1,28,10,36,4,1286,2,0,874,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	011",1,6,36,0,0,0,2,0,30,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	012",0,16,376,0,1,0,6,0,543,0,0,40,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	013",1,90,726,0,45,2,7,1,687,0,0,415,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	014",0,11,52,0,0,0,2,0,44,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	015",21,189,9261,0,203,3,27,194,3406,22,0,3082,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	016",2,12,461,0,1,0,6,3,390,0,0,93,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	017",1,93,1555,0,5,0,4,1,1250,6,0,455,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	018",0,1,131,0,0,0,1,0,191,0,0,36,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	019",81,608,20113,0,183,24,145,56,7962,52,0,15954,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	020",0,33,569,0,3,8,3,11,592,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	021",0,5,117,0,0,0,0,0,106,0,0,100,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	022",0,34,224,0,1,1,7,0,478,0,0,224,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	023",2,3,263,0,0,1,2,6,534,0,0,34,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	024",0,9,112,0,0,0,2,0,84,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	025",0,14,292,0,28,0,5,0,272,0,0,216,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	026",1,51,613,0,19,1,9,1,815,5,0,397,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	027",0,1,49,0,0,0,8,1,91,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	028",1,1,18,0,0,0,4,0,15,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	029",0,0,82,0,6,0,2,0,42,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	030",1,3,16,0,0,0,1,1,21,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	031",0,12,169,0,0,0,1,0,262,0,0,42,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	032",1,2,33,0,0,1,4,0,38,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	033",1,23,101,0,0,0,10,0,192,0,0,31,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	034",24,282,7261,0,125,13,22,288,2510,14,0,2831,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	21","	035",2,38,887,0,0,0,14,0,490,0,0,337,Cifras Definitivas
